company_name,website,representative,employees,founded,capital,type_url
株式会社ファーストピック,https://firstpick.jp/,福田 顕大,82名,2018年8月28日,500万円,https://type.jp/job-company/40711/
株式会社ｐｒｅｃｉｏｕｓ,https://precious.ne.jp/,代表取締役 脇坂 啓介,200人,2020年12月7日,"2,000万円",https://type.jp/job-company/41251/
ブティックス株式会社,https://btix.jp/,代表取締役社長 新村祐三,239人（2025年9月30日現在）,平成18年11月1日,"5,000万円（2025年9月30日現在）",https://type.jp/job-company/41373/
株式会社日立ソリューションズ西日本,https://www.hitachi-solutions-west.co.jp/,取締役社長 加藤 哲哉,"1,700名（2024年4月1日現在）",1984年10月1日,3億円,https://type.jp/job-company/41449/
株式会社日立ソリューションズ・クリエイト,https://www.hitachi-solutions-create.co.jp/,取締役社長 南 章一,"3,821名（2024年4月1日時点）",1976年4月,40億円,https://type.jp/job-company/41450/
株式会社ヘイフィールド,https://hayfield.jp/,代表取締役 坂巻 一樹,70名,2019年4月,,https://type.jp/job-company/41536/
株式会社VORTEX,https://vortex-tech.co.jp/,代表 中山 雄介,社員25名 + 10名（フリーランス・パートナー）,2021年11月29日,1000万円,https://type.jp/job-company/41966/
バレットグループ株式会社,https://bltinc.co.jp/,代表取締役 CEO／小方 厚,194名（2025年7月時点）,2013年1月,"1,000万円",https://type.jp/job-company/41996/
株式会社VILUCK WORK,https://viluck-work.co.jp/,代表取締役 吉村 秀也,127名（2026年2月時点）,2021年2月,2000万円,https://type.jp/job-company/42402/
ファンタレイ株式会社,https://funtarhei.co.jp/,代表取締役 作山 祐樹,中途入社者の割合／100％,2023年11月13日,2500万円,https://type.jp/job-company/43137/
株式会社FindConsulting,https://findconsul.com,代表取締役 田中 貴雄,25名,2020年 5月18日,3000万円,https://type.jp/job-company/43520/
阪急タクシー株式会社,https://www.hankyu-taxi.co.jp/,代表取締役 小野浩幸,約1300名,1951年,1億円,https://type.jp/job-company/43911/
株式会社ビーリッジ,https://www.b-ridges.com/,代表取締役 森藤 弘喜／玉井 哲生,28名 (2026年5月時点),2015年10月,"10,000,000円",https://type.jp/job-company/44820/
株式会社ブレーンズ・システム,https://www.brains-system.co.jp/company/,代表取締役社長 松川 頼久,39名,昭和58年5月9日,"1,000万円",https://type.jp/job-company/44927/
株式会社フラックス・エージェント 関西支店,https://www.fxa.jp,阿部 浩昭,,2006年8月4日,1000万円,https://type.jp/job-company/45336/
株式会社プラウドアドバンス,https://advance.proud-g.jp,代表取締役社長 村上 行隆,,,"グループ総資本金2,300万円（株式会社プラウドアドバンス：100万円）",https://type.jp/job-company/45534/
株式会社ヒューマンキュレーション,https://curation.co.jp/,代表取締役 久堀 雅史,120名,2022年(令和4年)12月16日,1000万円,https://type.jp/job-company/45743/
ハートランド株式会社,https://heartland-group.com/,代表取締役社長 竹内 康人,500名（2024年6月）,1968年 5月20日,4800万円,https://type.jp/job-company/45850/
株式会社FunClock,https://www.funclock.co.jp/,代表取締役 三井 友也,390名（契約社員・テスターアルバイト含む）,2018年7月,"20,000,000円",https://type.jp/job-company/45999/
パーソルビジネスプロセスデザイン株式会社 事業開発本部,https://www.persol-bd.co.jp/,代表取締役社長 市村 和幸,"18,311名（2026年2月1日時点）※当社所属の全雇用形態の従業員数",1977年9月（昭和52年9月24日）,"3億1,000万円",https://type.jp/job-company/46024/
株式会社フジ東京サービス,https://fujitokyoservice.co.jp/,代表取締役 福⻄ 貞彦,21名（2026年7月時点）,1995年,1000万円,https://type.jp/job-company/46269/
プレイネクストラボ株式会社,https://www.playnext-lab.co.jp/about/,代表取締役社長 柏 匠,69名,2016年1月,7000万円,https://type.jp/job-company/46322/
フレックシステムズ株式会社,https://www.flexsystems-inc.com/,代表取締役社長 塚田 孝之 ／ 代表取締役副社長 加村 恭一,,2003年10月,"3,100万円",https://type.jp/job-company/46467/
北海道旅客鉄道株式会社（JR北海道）,https://www.jrhokkaido.co.jp/,代表取締役社長 綿貫 泰之,"約6,000人（2025年4月時点）",1987年 4月1日,90億円,https://type.jp/job-company/46529/
ハネダ防設株式会社,https://hanebo.com/,代表取締役 伊東 啓昌,48名（2026年4月時点）,2008年5月27日,"60,000,000円",https://type.jp/job-company/46574/
株式会社ピソラ,https://pisola.jp/,代表取締役 鬼界 友則,3949名（パート・アルバイト含む）,2019年9月,"30,000,000円",https://type.jp/job-company/46644/
株式会社Ｂｉｌｌｉｏｎａｉｒｅ,https://billionaire-inc.com/,代表取締役 宮脇祐記,中途入社者の割合／100％,2023年2月,,https://type.jp/job-company/47032/
株式会社バル,https://daypark-minutepark.jp/,中⽥ ⼀⽣,,1984年10月22日,"9,000万円",https://type.jp/job-company/47512/
株式会社プロスゼット,https://proszet.com/,代表取締役CEO 松本尚也,17名,2018年12月3日,"10,000千円",https://type.jp/job-company/47530/
藤倉航装株式会社,https://www.fujikura-parachute.co.jp/,代表取締役社長 長井 弘,272名,昭和14年10月18日,5000万円,https://type.jp/job-company/47698/
株式会社ホンダユーテック【ホンダグループ】,https://www.honda-uc.com/,代表取締役社長 久野 孝之,181名（2026年4月１日現在）,1992年2月（平成4年）,4億8千万円（本田技研工業株式会社連結子会社）,https://type.jp/job-company/47704/
株式会社Preferred Networks,https://www.preferred.jp/ja/,代表取締役 最高経営責任者 西川 徹,350名,2014年3月26日,"8,015百万円",https://type.jp/job-company/47818/
株式会社Preferred Networks【ポジションマッチ登録】,https://www.preferred.jp/ja/,代表取締役 最高経営責任者 西川 徹,350名,2014年3月26日,"8,015百万円",https://type.jp/job-company/47821/
株式会社フォロック,https://www.foloc.co.jp/,代表取締役／ 長谷川智紀,グループ合計232名 2025年4月時点,2025年4月1日,,https://type.jp/job-company/47928/
株式会社フューチャーゲート,https://futuregate.jp/,代表取締役 田代 政義,,2007年1月9日,"2,700万円",https://type.jp/job-company/48030/
株式会社PRUM,https://prum.jp/,代表取締役 岩本 稜平,78名(2025年6月1日現在),2019年12月,500万円,https://type.jp/job-company/48041/
株式会社フリージア,https://freegier.co.jp/,代表取締役社長 三上 哲由,40名,2019年12月,1000万円,https://type.jp/job-company/48154/
株式会社フロンティア・システムソリューションズ,https://www.frontier-syssol.com,代表取締役 須藤 賢二,39名（2026年7月現在）,2008年,1000万円,https://type.jp/job-company/48170/
株式会社ハンズ,https://info.hands.net/company/,代表取締役社長 社長執行役員 桜井 悟,"1,668名※2026年3月1日現在",1976年8月28日,1億円,https://type.jp/job-company/48304/
株式会社ＢｉｔＳｔａｒ【ポジションマッチ登録】,https://bitstar.tokyo/corp/,代表取締役 社長執行役員CEO 渡邉 拓,162名,2014年7月10日,"13億8,910万9,621円（資本準備金含む）",https://type.jp/job-company/48359/
FLOW UP株式会社,https://flow-up.jp/,代表取締役 柳田 和彦,,2024年3月,,https://type.jp/job-company/48410/
株式会社プライム・オリジンズ,https://origines.co.jp/,取締役社長兼最高経営責任者／宮﨑 雄一,,平成11（1999）年11月1日,"4,000万円",https://type.jp/job-company/48421/
株式会社ポート,https://www.saneigroup.co.jp/profile.php,代表取締役 三好一真,,平成9年9月1日,"1,000万円",https://type.jp/job-company/48447/
株式会社日立アイイーシステム,https://www.hitachi-ie.jp/,取締役社長 武本 剛,397名（2025年4月現在）,1962年,4億5000万円（株式会社日立インダストリアルプロダクツ：75％、株式会社日立製作所：25％）,https://type.jp/job-company/48525/
株式会社ＰＫＳＨＡＴｅｃｈｎｏｌｏｇｙ,https://www.pkshatech.com/,代表取締役 上野山 勝也,1001人（2025年9月末時点、連結従業員数）,2012年10月,,https://type.jp/job-company/48583/
株式会社Prime Lux,https://prime-lux-inc.com/,細谷 泰心,,,,https://type.jp/job-company/48786/
フューチャー・アンティークス株式会社,https://www.futureantiques.co.jp/,代表取締役 林 高浩、篠田 和典,"1,024名（2026年1月現在）",2005年6月15日,1億円,https://type.jp/job-company/48796/
株式会社バンブーフィールド,https://bamboo-field.com/,代表取締役：佐々野泰将,27名 (2025年10月時点）,1996年5月24日,"6,200万円",https://type.jp/job-company/48819/
株式会社ＢＲＥＸＡ Ｃｏｍｍｕｎｉｃａｔｉｏｎｓ,https://communications.brexa.com/,代表取締役社長 松本 信一,1600名（2025年4月時点）,2001年6月12日,5500万円,https://type.jp/job-company/48891/
株式会社パブレ,https://www.pabure.co.jp/,,443名（2025年9月末時点）,1990年4月,"1,000万円",https://type.jp/job-company/48941/
株式会社Bold Investment,https://bold-investment.com/,代表取締役 柳田 裕一,,2015年9月,"3,000万円",https://type.jp/job-company/48996/
ピクシーダストテクノロジーズ株式会社,https://pixiedusttech.com/ja,代表取締役会長 落合 陽一,84人,2017年,"50,646,000円",https://type.jp/job-company/48997/
株式会社VRAIN Solution【ポジションマッチ登録】,https://vrain.co.jp/,代表取締役社長 南塲 勇佑,,2020年3月16日,"16,070,500円（2025年12月末日現在）",https://type.jp/job-company/49001/
フューチャー株式会社【ポジションマッチ登録】,https://www.future.co.jp/,代表取締役会長兼社長 グループCEO 金丸 恭文,,1989年11月28日,"4,000百万円",https://type.jp/job-company/49068/
日立空調ソリューションズ株式会社,https://www.hitachi-gls.co.jp/hitachi-acs/,取締役社長 山田 哲也,356人(2024年3月時点),1977年8月27日,1億円,https://type.jp/job-company/49111/
株式会社PERSONAL PROMOTION,https://personal-promotion.jp/,代表取締役 森 良輔,20名,,,https://type.jp/job-company/49116/
株式会社１６６,https://www.166.co.jp/,代表取締役 佐藤 昂太,,2023年7月7日,1百万円,https://type.jp/job-company/49124/
株式会社はぴねす,https://happines-kaitori.com/,代表取締役 池田 勝洋,平均年齢／34歳,2020年1月23日,１００万円,https://type.jp/job-company/49199/
株式会社PR1MEPICK,https://pr1mepick.com/,⽶⼭ 弘⼤,30名前後,2024年7⽉29⽇,200万円,https://type.jp/job-company/49305/
株式会社Hajimari,https://hajimari.inc/,代表取締役 木村 直人,218名,2015年2月26日,1億円,https://type.jp/job-company/49312/
株式会社フジ,https://www.fuji-ya.co.jp/,代表取締役 横山 呼人,17名,昭和60年12月18日,"1,000万円",https://type.jp/job-company/49335/
花菱不動産株式会社,https://hanabishi-f.co.jp/,代表取締役 市川 勝久,56人(2025年10月1日),2009年(平成21年)9月,"9,000万円",https://type.jp/job-company/49416/
VerticallimIT株式会社,https://verticallimit.co.jp/,代表取締役 小林 尚,31名（2025年2月）,2022年11月21日,"2,000万円",https://type.jp/job-company/49421/
B.F.ViVid株式会社,https://www.kawasaki-motors.com/ja-jp/plaza-store/tokyoadachi,田村 知徳,8名,1986年6月,100万円,https://type.jp/job-company/49490/
株式会社フジワーク 熊本事業所,https://www.fujiwork.co.jp/,代表取締役社長：伊藤 貴男,,1983年6月,,https://type.jp/job-company/49493/
株式会社パワープラット,https://powerplat.co.jp/,代表取締役 江藤 尚武,,令和6年10月7日,,https://type.jp/job-company/49495/
株式会社ｆｏｒＳｐｅｃ,https://forspec.co.jp/,代表取締役 田上 敬士,30名,2016年4月,"10,000,000円",https://type.jp/job-company/49503/
Bizplusソリューション株式会社,https://www.bizplussolution.co.jp/,代表取締役 成 蓓蓓,109名（2025年12月時点）,2017年7月,2000万円,https://type.jp/job-company/49514/
株式会社ボーグテクノロジー,https://www.borgtechnology.co.jp/,代表取締役社長 齊藤 正孝,20名,2007年10月2日,"6,000万円",https://type.jp/job-company/49515/
株式会社ホットランドフーズ,https://hotland.co.jp/company/,代表取締役 佐瀬守男,,1991年（平成3年） 6月,"33億1,307万4,900円（2024年12月31日現在）",https://type.jp/job-company/49530/
プロテック株式会社,https://www.protech-web.co.jp/,代表取締役 小松 麻衣,,1987年,"3,000万円",https://type.jp/job-company/49566/
富士エネルギー株式会社,https://www.fujiene.fuji-group.jp/,代表取締役社長 村田 至利,75名,昭和48年8月,2400万円,https://type.jp/job-company/49568/
株式会社フューレックス【東証スタンダード上場グループ】,https://www.fulex.jp/,代表取締役 牛田 富也,134名(2026年5月現在),1989年5月16日,"3,130万円",https://type.jp/job-company/49603/
ＢＩＰＲＯＧＹ株式会社【ポジションマッチ登録】,https://www.biprogy.com/,齊藤 昇,"8,801名（2026年3月31日現在 連結）",1958年（昭和33年）3月29日,"54億8,317万円",https://type.jp/job-company/49610/
株式会社フェローシップ,https://f-ship.jp/,代表取締役社長 小山 剛生,"1,063名（2025年6月1日時点）",2004年8月3日,"5,210万円",https://type.jp/job-company/49616/
株式会社ビルドアート,https://www.buildart.co.jp/,代表取締役 久米理士,76名(パート・アルバイト含む)※2026年7月現在,2001年3月,2000万円,https://type.jp/job-company/49638/
株式会社平山,https://www.hirayamastaff.co.jp/,代表取締役社長 平山 善一,"5,100名（グループ合計：10,591名／2025年6月時点）",2018年（前身会社は1955年設立）,1億円,https://type.jp/job-company/49674/
ヒトモア株式会社,https://hitomoa.com/,船水 郁矢,,2025年10月2日,2000万円,https://type.jp/job-company/49683/
株式会社ハンズ【ポジションマッチ登録】,,代表取締役社長 社長執行役員 桜井 悟,"1,668名※2026年3月1日現在",1976年8月28日,1億円,https://type.jp/job-company/49690/
株式会社プロスタッフ 営業部,https://prostaff-jp.com/,代表取締役 廣瀨 德藏,118名,1952年12月（創業：1915年4月）,1億円,https://type.jp/job-company/49734/
フォーカスメディアジャパン株式会社,https://www.focus-media.co.jp/,代表取締役／嵆 海栄,,2022年7月25日,1億9833万円,https://type.jp/job-company/49762/
株式会社viralinks,https://viralinks.jp/,青木 遼太,中途入社者の割合／☆中途入社100%☆,,,https://type.jp/job-company/49764/
株式会社フレームキャリア【ココナラグループ】,https://framecareer.com/,代表取締役 八木澤 勇希,,2023年5月,500万円,https://type.jp/job-company/49792/
株式会社プロエフィカ,https://proeffica.jp/,代表取締役 仲渡 尚文,,2025年5月,,https://type.jp/job-company/49795/
株式会社ハイウェイテックジャパン,https://www.snjp.com/,代表取締役社長 鄭 澤勇,40名,2017年12月1日,1000万円,https://type.jp/job-company/49798/
株式会社PGSホーム,https://www.pgs-home.jp/,代表取締役 池口 護,300名,2001年（創業1983年）,"8,000万円",https://type.jp/job-company/49962/
株式会社フロンティアダイレクト 第二営業本部 営業２部,https://www.frontier-di.co.jp/,代表取締役社長／古井 貴,635名（2026年9月現在）,2018年5月,"1,000万円",https://type.jp/job-company/49963/
フヨー株式会社,https://www.fuyo-web.co.jp/,代表取締役会長 花井 慎一,100名,1967年7月（創業1964年11月）,"4,000万円",https://type.jp/job-company/49968/
株式会社ＢＡＭＴＥＣＨ＆ＣＯＭＰＡＮＹ,https://bamtech.co.jp/,代表取締役 三好清太郎,,,,https://type.jp/job-company/49994/
三菱ふそうトラック・バス株式会社,http://www.mitsubishi-fuso.com/,代表取締役社長・CEO フランツィスカ・クスマノ,"約10,000人",2003年1月6日,350億円,https://type.jp/job-company/2443/
株式会社ミライル,https://miraillu.co.jp/,代表取締役 三並 史典,"1,510人 ※2025年9月末現在",2005年11月,20百万円,https://type.jp/job-company/17899/
株式会社メディアソフト,https://www.media-soft.biz/,前田和也,24名,1999年4月30日,4000万円,https://type.jp/job-company/18174/
株式会社マクロミル,https://www.macromill.com/,代表取締役社長 CEO 佐々木徹,"連結：2,262名 単体：1,183名（2025年6月末時点）",2000年1月31日,,https://type.jp/job-company/20605/
牧野電設株式会社,https://www.makino-d.co.jp/,代表取締役 牧野 長,33名,昭和53年7月,"4,000万円",https://type.jp/job-company/30735/
株式会社丸千代山岡家【東証スタンダード上場】,https://recruit.yamaokaya.com,代表取締役社長 一由 聡,"7,465名（内正社員636名）※2025年9月30日現在",平成5年3月8日,"3億2,583万2千円",https://type.jp/job-company/31592/
三井不動産株式会社【ポジションマッチ登録】,https://www.mitsuifudosan.co.jp/,代表取締役社長 植田 俊,"1,928名（2025年3月31日現在）",1941年7月15日,"341,800百万円（2025年6月27日現在）",https://type.jp/job-company/31903/
株式会社メディカルリソース,https://www.medical-res.co.jp/,代表取締役社長 小林 信幸,,2000年2月,9300万円,https://type.jp/job-company/33356/
メディケア生命保険株式会社,https://www.medicarelife.com/,取締役社長 西野 貴智,657名,2009年10月1日,1600億円（内資本準備金800億円）,https://type.jp/job-company/38729/
三菱総研ＤＣＳ株式会社,https://www.dcs.co.jp/,代表取締役社長 亀田 浩樹,"連結：3,165名 単体：2,573名（2025年9月現在）",1970年（昭和45年）7月10日,"60億5,935万円",https://type.jp/job-company/39793/
株式会社みらいオーナーズスタイル,https://www.mirai-owners-style.jp/,代表取締役 石田 興三,154名,1993年3月25日,"1,700万円",https://type.jp/job-company/40860/
有限会社ムーブオン,http://www.moveon.co.jp,堀井 幸隆,5名,1998年6月1日,300万円,https://type.jp/job-company/41710/
株式会社マネーフォワード【ポジションマッチ登録】,https://corp.moneyforward.com/,代表取締役社長CEO 辻 庸介,,2012年5月,,https://type.jp/job-company/42073/
株式会社 MightyLINK（マイティリンク）,https://mighty-link.com/,代表取締役 小林雅水,,2016年12月,1000万円,https://type.jp/job-company/42483/
株式会社メディカルネット エンジニアリング本部【東証スタンダード上場】,https://www.medical-net.com/,代表取締役会長CEO 平川 大,198名※グループ会社を含む,2001年6月,2億86百万円,https://type.jp/job-company/42495/
株式会社MIRDIS,https://mirdis.co.jp/,百瀬 宙成,平均年齢／27歳,2022年12月1日,"3,000千円",https://type.jp/job-company/42554/
株式会社マルス,https://www.kkmars.co.jp/,代表取締役 栢森 隆,77名,1997年11月7日,2300万円,https://type.jp/job-company/42666/
ミイダス株式会社【東証プライム上場パーソルグループ】,https://miidas.co.jp/,代表取締役社長 後藤 喜悦,,2019年4月1日,1億円,https://type.jp/job-company/43500/
株式会社MapleSystems【東証グロース市場上場グループ企業】,https://maplesystems.co.jp/,代表取締役 望月祐介,121名,2009年4月1日,1000万円,https://type.jp/job-company/43871/
株式会社マンクンカンクン,https://reuse-japan5.com/,代表取締役 可知 見聞,,2022年7月,300万円,https://type.jp/job-company/45215/
名鉄ＮＸ運輸株式会社,https://www.meitetsuunyu.co.jp/meitetsu-nx/,代表取締役社長 吉川 拓雄,"2,823名（2024年3月現在）",1943年6月1日（昭和18年6月1日）,1億円,https://type.jp/job-company/46438/
株式会社MiraiBeyond,https://miraibeyond.com/,小宮山 拓真,50人,2024年 2月1日,500万円,https://type.jp/job-company/48050/
株式会社MonotaRO【ポジションマッチ登録】,https://corp.monotaro.com/index.html,代表執行役社長 田村 咲耶,"正社員853名 / 全体2,694名 *アルバイト・派遣含む（2026年1月現在）",2000年10月1日,"20億4,200万（2026年1月現在）",https://type.jp/job-company/48752/
株式会社ミロク情報サービス【ポジションマッチ登録】,https://www.mjs.co.jp/,代表取締役社長 是枝 周樹,"2,242名（連結／2025年3月末現在）",1977年11月2日,31億98百万円（2025年3月末現在）,https://type.jp/job-company/49024/
株式会社MakeRe,https://www.makere.jp/,杉本 裕人,210名（グループ全体）,,,https://type.jp/job-company/49054/
メットライフ生命保険株式会社 大阪都エイジェンシーオフィス,http://www.metlife.co.jp,取締役 代表執行役 会長 社長 最高経営責任者 ディルク・オステイン,"8,621名（2025年3月末）",1972年12月11日（創立） 営業開始：1973年2月1日,"2,226億円（2025年3月末）資本準備金含む",https://type.jp/job-company/49117/
ミクレニティ株式会社,https://micrenity.co.jp/,代表取締役社長／横野 勝美,,1989年9月13日,1000万円,https://type.jp/job-company/49258/
株式会社メティス,https://www.metis-japan.com/,ジャヒルアキラ,中途入社者の割合／エンジニアは中途入社100％,2011年8月,"20,000,000円",https://type.jp/job-company/49322/
株式会社松富士食品【東証プライム上場グループ】,https://mtfj.co.jp/,瓦葺 一利,"2,104名（グループ連結／パート・アルバイト従業員含む） ※2025年6月時点",2008年11月,"3,000万円",https://type.jp/job-company/49388/
株式会社まぁぶるずワークス,https://marblesworks.co.jp/,代表取締役 圖師 洋一,,2026年05月01日,,https://type.jp/job-company/49401/
株式会社マリエッタ,https://www.marietta.co.jp/,神谷信吾,45名,2004年6月1日,1000万円,https://type.jp/job-company/49454/
都タクシー株式会社【つばめグループ】,https://miyakotaxi.jp/,代表取締役 澤井 利之,84名（2024年3月時点）,1965年4月5日,2000万円（グループ7億1800万円）,https://type.jp/job-company/49513/
株式会社メイホーアティーボ,https://www.meihoattivo.co.jp/,代表取締役 服部 泰仁,186人 (2025年6月現在),2017年2月1日,"5,000万円",https://type.jp/job-company/49563/
村上実業株式会社 名古屋営業所,https://www.murakami-real.jp/,村上 譲治,約37名,1963年,"6,000万円",https://type.jp/job-company/49569/
マネジメント・オブ・テクノロジ株式会社,https://managementoftechnology.co.jp/,鶴丸 剛,,2024年5月,,https://type.jp/job-company/49665/
三輪運輸工業株式会社,https://miwa-gr.co.jp/,代表取締役 木東 徳幸,822名（2026年4月時点）,1888年,1億2000万円,https://type.jp/job-company/49667/
株式会社マウスコンピューター,https://www.mouse-jp.co.jp/,代表取締役社長 軣秀樹,約731名,2006年10月2日,1億円,https://type.jp/job-company/49771/
マイスティアヒューマンリレーションズ株式会社 西日本センター,https://m-hr.co.jp/,代表取締役会長 工藤 正也,145名（2026年7月時点）,2021年7月（株式譲受けによる社名変更）,"3,000万円",https://type.jp/job-company/49831/
メイジングループ【合同募集】（株式会社メイジン／株式会社ナミト）,https://mayzin-g.co.jp/,代表取締役 宮原 司,株式会社メイジン：543名【2025年7月時点】※グループ全体：924名,株式会社メイジン：2008年 8月,株式会社メイジン：800万円,https://type.jp/job-company/49868/
村商東北株式会社,,代表取締役社長 河上 智,仙台11人（男8人・女3人） 郡山8人（男4人・女4人）,1984年,1000万円,https://type.jp/job-company/49911/
株式会社ユーニック,http://www.u-nic.co.jp/,代表取締役社長 下戸 由紀夫,776名,平成5年4月1日,5000万円,https://type.jp/job-company/18717/
株式会社ユー・エス・イー,https://www.use-inc.co.jp/,代表取締役／石澤 英史,68名,1992年(平成4年)3月,1500万円,https://type.jp/job-company/18875/
ユニ・チャーム株式会社,http://www.unicharm.co.jp/index.html,代表取締役 社長執行役員 高原 豪久,,1961年2月10日,159億9300万円,https://type.jp/job-company/23800/
八州電工株式会社,https://www.yashimadenko.co.jp/,代表取締役 山本 義継,535名（グループ合計630名） ※2026年3月現在,昭和46年4月(創業：大正3年3月),"3,000 万円",https://type.jp/job-company/32357/
ユニ・チャーム株式会社【ポジションマッチ登録】,https://www.unicharm.co.jp/ja/home.html,代表取締役 社長執行役員 高原 豪久,,1961年2月10日,159億9300万円,https://type.jp/job-company/35953/
代々木自動車株式会社,https://www.yoyogi.co.jp,代表取締役社長 西澤 明洋,170名,1950年11月28日,5950万円,https://type.jp/job-company/36341/
株式会社ユニバーサルソリューション総研,http://www.usri.co.jp/,代表取締役 高瀬 正明,5名,2013年10月,"1,000,000円",https://type.jp/job-company/37307/
郵船クルーズ株式会社／株式会社オーシャンホテルシステムズ【飛鳥クルーズ合同募集】,https://www.asukacruise.co.jp/,,,,,https://type.jp/job-company/37464/
山手交通株式会社,http://www.yamatekotsu.co.jp/,清田 安子,150名（グループ250名）,1949年（昭和24年）12月25日,"1,000万円",https://type.jp/job-company/38579/
株式会社ＵＮＩＴＥ ＮＥＯ,https://www.unite-neo.co.jp/,渡辺 順,,2023年11月8日,2900万円,https://type.jp/job-company/43519/
株式会社ユナイテッドアローズ【ポジションマッチ登録】,https://www.united-arrows.co.jp/,代表取締役 社長執行役員 CEO 松崎 善則,"3,750名（2025年3月31日現在）",1989年10月2日,30億3000万円,https://type.jp/job-company/43706/
株式会社山櫻,https://www.yamazakura.co.jp/,代表取締役社長 市瀬 豊和,480名（2026年2月現在）,1948年（創業：1931年5月）,"8,000万円",https://type.jp/job-company/44511/
ヤチヨコアシステム株式会社,https://www.yachiyocoa.com/,代表取締役 前田正夫,500名,1970年（昭和45年）4月1日,"9,070万円",https://type.jp/job-company/45075/
ユナイト株式会社【東証プライム上場グループ】,https://www.unitenet.co.jp/,代表取締役社長 渡辺 光郎,654名（2024年1月1日現在）,1972年 1月27日,11億4434万円,https://type.jp/job-company/46774/
株式会社Ｙａｋｕｄｏ,https://yakudoh.com/,代表取締役 及川 正幸,,2019年8月22日,300万円,https://type.jp/job-company/47468/
株式会社ヤマシタ 本社,https://www.yco.co.jp/,代表取締役社長 山下 和洋,,1963年3月（創業60年以上）,1億円,https://type.jp/job-company/48789/
大和自動車交通株式会社【東証スタンダード上場】,https://www.daiwaj.com/company.html,代表取締役社長 大塚一基,"2,524名(令和7年3月31日現在/連結)",1945年1月1日 ※創業1939年9月13日（中野相互自動車株式会社として創業）,"5億2,500万円",https://type.jp/job-company/49012/
株式会社ユニフィット,https://www.unifit.co.jp/,代表取締役 畠中 光幸,21名,2002年2月,10百万円,https://type.jp/job-company/49400/
株式会社ユニマットライフ,https://www.unimat-life.co.jp/,代表取締役社長 落合 昭,"2,964人 ( 2025年3月末 )",1958年7月,100百万円,https://type.jp/job-company/49412/
株式会社ヤスナミ測量設計,http://yasunami.co.jp/,代表取締役社長 中村一豊,13名（アルバイト含む）,1984年12月,1000万円,https://type.jp/job-company/49430/
株式会社ＵＮＩＴＥＱＵＥ,https://uniteque.jp/,隼田 翔伍,,2024年2月9日,,https://type.jp/job-company/49502/
Ｕ＆Ｒ合同会社,https://ur-group.jp/,坪下 祐也,平均年齢／32歳,2024年7月,,https://type.jp/job-company/49884/
ランスタッド株式会社,https://www.randstad.co.jp/technologies/saiyo_lp/21_03/,代表取締役会長兼CEO 道上 淳之介／代表取締役社長兼CGO 猿谷 哲,"41,400名（2024年12月末時点）",1980年8月,1億円,https://type.jp/job-company/2061/
リゾートトラスト株式会社【東証プライム上場】,http://www.resorttrust.co.jp,代表取締役ファウンダー 伊藤 與朗／代表取締役ファウンダー 伊藤 勝康／ 代表取締役社長執行役員・CEO(最高経営責任者) 伏見 有貴,"9,477名（2026年3月末／連結）",1973年4月（創業）,195億90百万円（2026年3月末）,https://type.jp/job-company/5347/
株式会社レップワン,https://www.rep1.co.jp/,代表取締役／福田 兼児,58名,2004年2月6日,"2,000万円",https://type.jp/job-company/6569/
株式会社ライフコーポレーション【東証プライム上場】,http://www.lifecorp.jp/,代表取締役社長執行役員／岩崎高治,"32,891人（26年2月期）",1956年10月,100億4百万円,https://type.jp/job-company/6580/
株式会社ロイヤリティマーケティング,https://www.loyalty.co.jp/,代表取締役社長 勝 文彦,381名（2026年4月1日時点）,2008年12月1日,"23億8,157万8000円",https://type.jp/job-company/14770/
株式会社リクルート＜SUUMO領域＞,https://www.recruit.co.jp/company/profile/,代表取締役社長 兼 取締役会議長 牛田 圭一,"12,709名",2012年10月1日,3億5000万円,https://type.jp/job-company/16010/
株式会社LIFULL,https://lifull.com/,代表取締役会長 井上 高志／代表取締役社長執行役員 伊東 祐司,"1,120 名（2026年6月30日現在、内、臨時雇用者数122名、海外子会社128名）",1997年3月12日,"9,740百万円（2026年6月30日現在）",https://type.jp/job-company/16178/
Ｒｏｓｓｏ Ｓｃｕｄｅｒｉａ 株式会社,http://www.rosso-scuderia.co.jp/,代表取締役社長 松原 隆文,,2009年7月17日,"9,000万円",https://type.jp/job-company/23044/
Ｌｏｔｕｓ＆Ｃｏｍｐａｎｙ株式会社,http://lotusandcompanyinc.com,CEO／藤木 孝志,20名（2025/09現在）,2012年5月2日,1000万円,https://type.jp/job-company/25393/
株式会社レソリューション,https://www.resolution.co.jp,代表取締役 廣谷 旭,"1,682名",平成17年12月21日,"1,000万円",https://type.jp/job-company/25714/
ライフネット生命保険株式会社【ポジションマッチ登録】,https://www.lifenet-seimei.co.jp/,代表取締役社長 横澤 淳平,239名（2025年3月末）,2006年：生命保険準備会社「ネットライフ企画株式会社」を設立,266億52百万円（2025年3月31日現在）,https://type.jp/job-company/28215/
株式会社リクルートR&Dスタッフィング【リクルートグループ】,https://www.recruit-rds.co.jp/,代表取締役社長 平本 早苗,"1,884名（令和3年3月末現在）",2006年2月1日,2億2500万円(株式会社リクルートHDのグループ企業),https://type.jp/job-company/31082/
